date_time,maxtempC,mintempC,totalSnow_cm,sunHour,uvIndex,uvIndex,moon_illumination,moonrise,moonset,sunrise,sunset,DewPointC,FeelsLikeC,HeatIndexC,WindChillC,WindGustKmph,cloudcover,humidity,precipMM,pressure,tempC,visibility,winddirDegree,windspeedKmph
2015-01-01,27,25,0.0,10.2,7,7,72,03:54 PM,03:31 AM,07:06 AM,07:09 PM,23,29,29,26,26,64,84,10.9,1011,27,9,178,17
2015-01-02,29,25,0.0,8.8,7,7,80,04:46 PM,04:22 AM,07:07 AM,07:10 PM,22,30,30,27,27,53,75,1.7,1011,29,10,98,19
2015-01-03,30,25,0.0,10.2,7,7,87,05:38 PM,05:14 AM,07:07 AM,07:10 PM,23,30,30,27,22,36,77,4.1,1011,30,10,220,15
2015-01-04,30,25,0.0,10.2,7,7,94,06:29 PM,06:06 AM,07:08 AM,07:11 PM,23,31,31,27,21,37,78,7.6,1009,30,9,291,14
2015-01-05,32,25,0.0,10.2,7,7,100,07:19 PM,06:56 AM,07:08 AM,07:11 PM,23,31,31,28,17,39,78,6.7,1009,32,10,250,11
2015-01-06,30,25,0.0,11.6,7,7,100,08:07 PM,07:46 AM,07:09 AM,07:12 PM,24,32,32,28,16,31,81,9.4,1008,30,9,304,10
2015-01-07,30,25,0.0,11.6,7,7,84,08:54 PM,08:32 AM,07:09 AM,07:12 PM,24,31,31,27,17,43,82,8.5,1009,30,9,250,11
2015-01-08,29,25,0.0,8.8,6,6,77,09:39 PM,09:17 AM,07:09 AM,07:13 PM,24,30,30,27,17,69,83,12.4,1010,29,9,254,11
2015-01-09,28,25,0.0,7.4,7,7,69,10:22 PM,10:01 AM,07:10 AM,07:13 PM,23,29,29,26,16,62,84,3.7,1012,28,10,334,11
2015-01-10,29,24,0.0,11.6,7,7,62,11:05 PM,10:43 AM,07:10 AM,07:13 PM,23,30,30,27,15,46,83,4.6,1010,29,9,257,10
2015-01-11,29,25,0.0,11.6,7,7,55,11:47 PM,11:25 AM,07:11 AM,07:14 PM,23,30,30,27,20,48,79,3.7,1010,29,10,181,13
2015-01-12,30,25,0.0,10.2,7,7,48,No moonrise,12:07 PM,07:11 AM,07:14 PM,23,30,30,27,24,45,80,4.4,1010,30,10,54,16
2015-01-13,30,25,0.0,11.6,7,7,40,12:30 AM,12:50 PM,07:11 AM,07:15 PM,23,30,30,27,26,34,77,0.1,1011,30,10,15,18
2015-01-14,29,25,0.0,11.6,7,7,33,01:15 AM,01:35 PM,07:12 AM,07:15 PM,23,30,30,27,24,45,80,3.3,1012,29,10,19,17
2015-01-15,30,25,0.0,10.2,6,6,26,02:02 AM,02:22 PM,07:12 AM,07:15 PM,22,29,29,27,20,60,77,0.2,1012,30,10,58,15
2015-01-16,30,24,0.0,11.6,7,7,19,02:52 AM,03:13 PM,07:13 AM,07:16 PM,22,29,29,27,19,37,76,0.0,1012,30,10,99,14
2015-01-17,30,24,0.0,11.6,7,7,11,03:45 AM,04:07 PM,07:13 AM,07:16 PM,22,29,29,26,20,39,75,0.2,1012,30,10,56,15
2015-01-18,30,24,0.0,11.6,7,7,4,04:40 AM,05:05 PM,07:13 AM,07:17 PM,21,29,29,26,21,41,75,0.2,1012,30,10,18,15
2015-01-19,30,24,0.0,11.6,7,7,0,05:39 AM,06:04 PM,07:13 AM,07:17 PM,21,29,29,27,20,27,72,0.0,1013,30,10,24,15
2015-01-20,30,24,0.0,11.6,7,7,0,06:38 AM,07:04 PM,07:14 AM,07:17 PM,21,29,29,27,20,29,74,0.2,1014,30,10,30,15
2015-01-21,29,24,0.0,11.6,7,7,3,07:38 AM,08:03 PM,07:14 AM,07:18 PM,23,29,29,26,20,44,81,7.6,1015,29,9,22,13
2015-01-22,31,24,0.0,11.6,7,7,10,08:35 AM,09:01 PM,07:14 AM,07:18 PM,21,29,29,27,22,52,74,0.0,1014,31,10,20,16
2015-01-23,30,24,0.0,10.2,7,7,18,09:31 AM,09:57 PM,07:15 AM,07:18 PM,21,29,29,26,21,50,74,0.4,1012,30,10,27,15
2015-01-24,30,24,0.0,11.6,7,7,25,10:25 AM,10:51 PM,07:15 AM,07:18 PM,22,29,29,27,16,40,75,0.6,1013,30,10,27,12
2015-01-25,29,24,0.0,11.6,7,7,32,11:18 AM,11:44 PM,07:15 AM,07:19 PM,22,29,29,26,16,38,77,0.1,1013,29,10,26,11
2015-01-26,30,25,0.0,8.8,7,7,39,12:09 PM,No moonset,07:15 AM,07:19 PM,22,29,29,27,19,65,75,0.2,1012,30,10,25,14
2015-01-27,31,24,0.0,11.6,7,7,47,01:01 PM,12:36 AM,07:15 AM,07:19 PM,22,29,29,27,18,42,74,0.1,1011,31,10,25,13
2015-01-28,32,24,0.0,10.2,7,7,54,01:52 PM,01:28 AM,07:16 AM,07:19 PM,22,30,30,27,15,35,74,0.0,1010,32,10,20,11
2015-01-29,30,25,0.0,8.8,7,7,61,02:43 PM,02:19 AM,07:16 AM,07:20 PM,22,30,30,27,17,48,76,5.1,1011,30,10,14,11
2015-01-30,30,25,0.0,10.2,7,7,69,03:35 PM,03:11 AM,07:16 AM,07:20 PM,23,30,30,27,16,59,79,0.0,1012,30,10,65,12
2015-01-31,30,25,0.0,10.2,7,7,72,04:25 PM,04:02 AM,07:16 AM,07:20 PM,22,30,30,27,21,53,75,0.0,1012,30,10,20,15
2015-02-01,29,24,0.0,8.8,6,6,86,05:15 PM,04:52 AM,07:16 AM,07:20 PM,21,28,28,26,21,48,73,0.1,1012,29,10,17,15
2015-02-02,29,24,0.0,8.8,6,6,94,06:03 PM,05:41 AM,07:16 AM,07:20 PM,22,29,29,26,20,72,76,1.6,1013,29,10,16,15
2015-02-03,28,24,0.0,7.4,6,6,100,06:50 PM,06:28 AM,07:16 AM,07:20 PM,22,28,28,26,19,71,81,3.3,1014,28,10,46,14
2015-02-04,28,24,0.0,6.0,6,6,100,07:35 PM,07:14 AM,07:17 AM,07:20 PM,23,28,28,26,19,76,83,0.4,1013,28,10,61,14
2015-02-05,30,24,0.0,11.6,7,7,84,08:19 PM,07:58 AM,07:17 AM,07:21 PM,22,29,29,27,22,58,76,0.3,1012,30,10,20,16
2015-02-06,30,25,0.0,11.6,7,7,76,09:02 PM,08:40 AM,07:17 AM,07:21 PM,22,29,29,26,24,63,76,3.4,1012,30,10,21,17
2015-02-07,29,25,0.0,11.6,6,6,69,09:45 PM,09:23 AM,07:17 AM,07:21 PM,22,29,29,27,20,49,75,0.6,1012,29,10,23,15
2015-02-08,29,25,0.0,10.2,7,7,61,10:27 PM,10:04 AM,07:17 AM,07:21 PM,22,29,29,26,22,51,76,0.4,1012,29,10,24,16
2015-02-09,30,24,0.0,11.6,7,7,53,11:11 PM,10:47 AM,07:17 AM,07:21 PM,21,29,29,27,23,41,74,0.2,1013,30,10,23,17
2015-02-10,30,24,0.0,11.6,7,7,46,11:56 PM,11:31 AM,07:17 AM,07:21 PM,21,28,28,26,21,40,71,0.1,1012,30,10,23,16
2015-02-11,31,24,0.0,10.2,7,7,38,No moonrise,12:15 PM,07:17 AM,07:21 PM,20,28,28,26,18,36,70,0.0,1012,31,10,21,14
2015-02-12,31,24,0.0,10.2,7,7,31,12:43 AM,01:04 PM,07:17 AM,07:21 PM,21,29,29,27,19,36,73,0.3,1011,31,10,21,14
2015-02-13,30,24,0.0,8.8,7,7,23,01:33 AM,01:55 PM,07:17 AM,07:21 PM,21,29,29,26,19,49,75,0.2,1011,30,10,25,14
2015-02-14,30,24,0.0,11.6,7,7,16,02:26 AM,02:48 PM,07:17 AM,07:21 PM,21,29,29,27,16,33,74,0.1,1011,30,10,33,12
2015-02-15,31,24,0.0,11.6,7,7,8,03:21 AM,03:45 PM,07:17 AM,07:21 PM,22,30,30,27,15,37,75,0.2,1011,31,10,39,11
2015-02-16,32,24,0.0,11.6,7,7,1,04:19 AM,04:43 PM,07:16 AM,07:21 PM,22,30,30,27,18,22,74,0.0,1011,32,10,35,13
2015-02-17,32,25,0.0,11.6,7,7,0,05:18 AM,05:43 PM,07:16 AM,07:21 PM,22,31,31,28,17,25,75,0.8,1010,32,10,35,13
2015-02-18,31,24,0.0,10.2,7,7,0,06:16 AM,06:41 PM,07:16 AM,07:21 PM,22,31,31,28,17,41,74,1.3,1010,31,10,25,13
2015-02-19,29,24,0.0,6.0,6,6,0,07:14 AM,07:40 PM,07:16 AM,07:21 PM,23,29,29,26,14,75,82,10.8,1012,29,9,256,9
2015-02-20,31,24,0.0,10.2,6,6,7,08:10 AM,08:36 PM,07:16 AM,07:21 PM,23,30,30,27,16,51,77,3.6,1012,31,10,31,11
2015-02-21,31,24,0.0,11.6,7,7,14,09:05 AM,09:32 PM,07:16 AM,07:21 PM,22,30,30,27,15,49,75,0.1,1011,31,10,38,11
2015-02-22,32,24,0.0,10.2,7,7,22,09:59 AM,10:26 PM,07:16 AM,07:21 PM,22,30,30,27,18,35,75,0.2,1011,32,10,28,13
2015-02-23,33,25,0.0,10.2,7,7,29,10:53 AM,11:21 PM,07:16 AM,07:21 PM,23,31,31,28,15,39,75,3.1,1011,33,10,20,10
2015-02-24,32,25,0.0,10.2,7,7,37,11:46 AM,No moonset,07:15 AM,07:20 PM,23,31,31,28,14,26,75,0.1,1011,32,10,33,11
2015-02-25,31,24,0.0,11.6,7,7,44,12:39 PM,12:14 AM,07:15 AM,07:20 PM,23,31,31,28,13,24,75,1.1,1010,31,10,38,10
2015-02-26,32,24,0.0,11.6,7,7,52,01:31 PM,01:07 AM,07:15 AM,07:20 PM,23,31,31,28,13,29,76,1.4,1010,32,10,43,9
2015-02-27,32,24,0.0,11.6,7,7,60,02:22 PM,01:59 AM,07:15 AM,07:20 PM,23,31,31,28,15,21,75,0.0,1009,32,10,35,11
2015-02-28,32,25,0.0,11.6,7,7,67,03:12 PM,02:49 AM,07:15 AM,07:20 PM,23,31,31,28,18,24,76,0.2,1010,32,10,29,13
2015-03-01,32,25,0.0,11.6,6,6,72,04:00 PM,03:39 AM,07:14 AM,07:20 PM,23,31,31,28,16,33,76,2.4,1010,32,10,66,11
2015-03-02,32,25,0.0,11.6,7,7,79,04:47 PM,04:26 AM,07:14 AM,07:20 PM,22,31,31,28,15,23,74,3.7,1011,32,10,23,11
2015-03-03,32,24,0.0,10.2,7,7,86,05:33 PM,05:12 AM,07:14 AM,07:19 PM,23,31,31,28,14,34,76,1.6,1010,32,10,110,10
2015-03-04,33,25,0.0,10.2,7,7,94,06:17 PM,05:56 AM,07:14 AM,07:19 PM,23,32,32,28,11,48,76,1.4,1010,33,10,68,8
2015-03-05,33,24,0.0,11.6,7,7,100,07:00 PM,06:39 AM,07:14 AM,07:19 PM,22,31,31,28,12,27,71,0.3,1011,33,10,28,9
2015-03-06,32,24,0.0,7.4,7,7,100,07:43 PM,07:21 AM,07:13 AM,07:19 PM,22,31,31,28,12,46,72,0.1,1011,32,10,27,9
2015-03-07,32,25,0.0,10.2,7,7,84,08:26 PM,08:03 AM,07:13 AM,07:19 PM,22,30,30,28,14,39,70,0.2,1011,32,10,29,10
2015-03-08,32,25,0.0,11.6,7,7,77,09:09 PM,08:45 AM,07:13 AM,07:18 PM,23,32,32,28,12,28,77,7.7,1011,32,9,101,8
2015-03-09,30,25,0.0,11.6,7,7,70,09:54 PM,09:29 AM,07:12 AM,07:18 PM,24,32,32,28,18,25,78,6.1,1012,30,9,22,12
2015-03-10,26,25,0.0,11.6,6,6,63,10:40 PM,10:13 AM,07:12 AM,07:18 PM,23,29,29,26,12,33,85,1.3,1012,26,9,262,8
2015-03-11,30,25,0.0,8.8,7,7,55,11:28 PM,11:00 AM,07:12 AM,07:18 PM,23,31,31,27,15,60,80,3.5,1010,30,9,71,10
2015-03-12,30,25,0.0,8.8,7,7,48,No moonrise,11:49 AM,07:12 AM,07:18 PM,23,31,31,27,15,57,82,3.3,1010,30,9,87,10
2015-03-13,30,25,0.0,8.8,7,7,41,12:18 AM,12:39 PM,07:11 AM,07:17 PM,24,31,31,27,13,64,82,6.0,1010,30,9,84,9
2015-03-14,30,25,0.0,8.8,7,7,34,01:11 AM,01:33 PM,07:11 AM,07:17 PM,24,31,31,27,12,55,82,4.1,1010,30,9,90,9
2015-03-15,31,25,0.0,8.8,7,7,26,02:05 AM,02:29 PM,07:11 AM,07:17 PM,24,32,32,28,12,57,80,3.0,1010,31,9,92,8
2015-03-16,30,25,0.0,8.8,7,7,19,03:02 AM,03:26 PM,07:10 AM,07:17 PM,24,31,31,28,13,56,81,4.2,1010,30,9,69,9
2015-03-17,30,25,0.0,8.8,7,7,12,03:58 AM,04:23 PM,07:10 AM,07:16 PM,24,31,31,28,12,62,80,2.9,1010,30,9,67,8
2015-03-18,31,25,0.0,8.8,7,7,4,04:55 AM,05:20 PM,07:10 AM,07:16 PM,24,32,32,28,12,58,80,2.8,1010,31,9,64,9
2015-03-19,31,25,0.0,8.8,7,7,0,05:51 AM,06:17 PM,07:09 AM,07:16 PM,24,32,32,28,11,55,81,3.3,1009,31,9,77,8
2015-03-20,34,25,0.0,10.2,7,7,0,06:47 AM,07:14 PM,07:09 AM,07:16 PM,24,33,33,29,9,35,75,1.7,1011,34,10,69,6
2015-03-21,32,25,0.0,11.6,7,7,3,07:42 AM,08:10 PM,07:09 AM,07:15 PM,24,32,32,28,11,29,77,0.5,1012,32,10,51,7
2015-03-22,32,25,0.0,10.2,7,7,10,08:37 AM,09:06 PM,07:08 AM,07:15 PM,23,32,32,28,12,37,72,0.0,1012,32,10,37,8
2015-03-23,32,26,0.0,8.8,7,7,17,09:33 AM,10:02 PM,07:08 AM,07:15 PM,23,32,32,28,12,43,71,0.0,1010,32,10,42,9
2015-03-24,31,26,0.0,11.6,7,7,24,10:27 AM,10:57 PM,07:08 AM,07:14 PM,23,32,32,28,16,33,75,1.3,1010,31,10,42,11
2015-03-25,31,26,0.0,11.6,7,7,32,11:22 AM,11:51 PM,07:07 AM,07:14 PM,23,32,32,28,19,31,76,2.0,1011,31,10,41,13
2015-03-26,32,26,0.0,11.6,7,7,39,12:15 PM,No moonset,07:07 AM,07:14 PM,23,32,32,28,19,38,75,1.0,1012,32,10,33,13
2015-03-27,32,26,0.0,11.6,7,7,46,01:07 PM,12:43 AM,07:07 AM,07:14 PM,23,32,32,28,17,32,76,0.3,1012,32,10,35,13
2015-03-28,30,25,0.0,11.6,7,7,54,01:57 PM,01:34 AM,07:06 AM,07:13 PM,23,31,31,28,16,40,78,3.7,1010,30,10,33,11
2015-03-29,31,25,0.0,11.6,7,7,61,02:44 PM,02:22 AM,07:06 AM,07:13 PM,23,32,32,28,15,30,77,4.2,1010,31,10,29,11
2015-03-30,31,25,0.0,11.6,6,6,68,03:31 PM,03:09 AM,07:06 AM,07:13 PM,24,33,33,28,13,27,79,3.2,1010,31,10,83,9
2015-03-31,30,25,0.0,11.6,7,7,72,04:15 PM,03:54 AM,07:05 AM,07:13 PM,24,33,33,28,12,24,81,8.9,1010,30,9,43,8
2015-04-01,32,25,0.0,11.6,7,7,86,04:58 PM,04:37 AM,07:05 AM,07:12 PM,24,33,33,29,10,31,78,1.3,1009,32,10,73,7
2015-04-02,32,26,0.0,10.2,6,6,93,05:41 PM,05:20 AM,07:05 AM,07:12 PM,24,33,33,29,10,34,78,8.6,1009,32,9,177,6
2015-04-03,33,26,0.0,11.6,7,7,100,06:24 PM,06:02 AM,07:04 AM,07:12 PM,24,34,34,29,7,35,76,6.3,1008,33,9,169,5
2015-04-04,32,26,0.0,10.2,7,7,100,07:07 PM,06:44 AM,07:04 AM,07:12 PM,25,35,35,29,8,42,79,3.2,1007,32,10,99,6
2015-04-05,34,26,0.0,11.6,7,7,84,07:52 PM,07:27 AM,07:04 AM,07:11 PM,24,35,35,30,8,25,75,5.2,1008,34,9,86,5
2015-04-06,34,26,0.0,10.2,7,7,77,08:37 PM,08:11 AM,07:03 AM,07:11 PM,24,35,35,29,8,34,75,12.7,1008,34,9,143,5
2015-04-07,33,26,0.0,11.6,7,7,69,09:26 PM,08:58 AM,07:03 AM,07:11 PM,24,33,33,29,15,17,76,3.3,1008,33,10,38,11
2015-04-08,32,26,0.0,11.6,6,6,61,10:15 PM,09:46 AM,07:03 AM,07:11 PM,24,34,34,29,15,25,76,3.7,1009,32,10,36,10
2015-04-09,32,26,0.0,11.6,7,7,54,11:07 PM,10:36 AM,07:02 AM,07:10 PM,24,33,33,29,16,29,75,0.3,1010,32,10,37,12
2015-04-10,33,26,0.0,11.6,6,6,46,12:00 AM,11:29 AM,07:02 AM,07:10 PM,23,33,33,29,13,22,72,2.8,1010,33,10,42,9
2015-04-11,33,26,0.0,10.2,7,7,39,No moonrise,12:22 PM,07:02 AM,07:10 PM,24,33,33,29,9,35,75,3.3,1011,33,10,82,6
2015-04-12,33,26,0.0,11.6,7,7,31,12:54 AM,01:17 PM,07:01 AM,07:10 PM,24,34,34,29,11,13,74,5.4,1012,33,9,38,8
2015-04-13,27,26,0.0,11.6,6,6,24,01:48 AM,02:12 PM,07:01 AM,07:09 PM,24,31,31,27,15,43,88,12.9,1012,27,10,42,9
2015-04-14,31,26,0.0,8.8,7,7,16,02:43 AM,03:07 PM,07:01 AM,07:09 PM,24,33,33,28,9,61,79,4.2,1009,31,9,96,6
2015-04-15,31,25,0.0,8.8,7,7,9,03:37 AM,04:02 PM,07:00 AM,07:09 PM,24,33,33,29,8,55,79,4.2,1009,31,10,121,6
2015-04-16,33,27,0.0,10.2,7,7,1,04:31 AM,04:57 PM,07:00 AM,07:09 PM,23,33,33,29,14,43,71,1.4,1011,33,10,52,11
2015-04-17,33,27,0.0,11.6,7,7,0,05:26 AM,05:53 PM,07:00 AM,07:09 PM,24,34,34,30,12,32,71,2.3,1010,33,10,47,9
2015-04-18,35,26,0.0,11.6,7,7,0,06:20 AM,06:48 PM,07:00 AM,07:08 PM,24,35,35,30,8,18,69,0.0,1009,35,10,70,6
2015-04-19,34,27,0.0,11.6,7,7,0,07:16 AM,07:45 PM,06:59 AM,07:08 PM,24,35,35,30,8,37,71,13.7,1010,34,9,86,5
2015-04-20,33,26,0.0,10.3,7,7,6,08:11 AM,08:41 PM,06:59 AM,07:08 PM,25,35,35,30,6,34,75,2.6,1010,33,10,124,4
2015-04-21,34,26,0.0,11.6,7,7,14,09:07 AM,09:37 PM,06:59 AM,07:08 PM,25,36,36,30,8,28,75,12.7,1009,34,9,143,5
2015-04-22,33,26,0.0,11.6,6,6,21,10:02 AM,10:32 PM,06:59 AM,07:08 PM,24,35,35,30,9,19,74,18.9,1009,33,8,210,6
2015-04-23,32,26,0.0,11.6,7,7,29,10:56 AM,11:25 PM,06:58 AM,07:08 PM,24,34,34,29,9,14,76,11.3,1010,32,9,110,6
2015-04-24,32,25,0.0,11.6,6,6,36,11:49 AM,No moonset,06:58 AM,07:07 PM,24,33,33,29,11,17,76,13.9,1010,32,9,179,7
2015-04-25,31,25,0.0,10.3,7,7,44,12:38 PM,12:16 AM,06:58 AM,07:07 PM,24,32,32,28,12,36,78,6.8,1010,31,10,145,8
2015-04-26,30,26,0.0,10.3,7,7,52,01:26 PM,01:04 AM,06:58 AM,07:07 PM,24,32,32,28,11,55,79,1.2,1010,30,10,110,7
2015-04-27,32,26,0.0,10.3,7,7,59,02:11 PM,01:50 AM,06:58 AM,07:07 PM,24,34,34,29,8,42,75,5.3,1010,32,10,138,5
2015-04-28,31,26,0.0,8.9,7,7,67,02:55 PM,02:34 AM,06:57 AM,07:07 PM,24,34,34,29,8,54,78,2.2,1009,31,10,159,5
2015-04-29,35,27,0.0,11.6,7,7,74,03:38 PM,03:17 AM,06:57 AM,07:07 PM,24,35,35,30,8,51,75,1.3,1010,35,10,61,6
2015-04-30,31,26,0.0,11.6,6,6,82,04:21 PM,03:59 AM,06:57 AM,07:07 PM,24,34,34,29,10,30,77,15.6,1010,31,9,246,6
2015-05-01,32,26,0.0,11.6,7,7,86,05:04 PM,04:41 AM,06:57 AM,07:07 PM,24,34,34,29,7,31,77,5.8,1010,32,9,259,4
2015-05-02,32,26,0.0,10.3,7,7,93,05:48 PM,05:24 AM,06:57 AM,07:06 PM,24,34,34,29,6,49,75,9.4,1010,32,9,227,4
2015-05-03,28,26,0.0,8.9,6,6,100,06:34 PM,06:08 AM,06:56 AM,07:06 PM,24,31,31,27,13,67,81,9.0,1011,28,9,226,8
2015-05-04,31,26,0.0,11.6,7,7,100,07:22 PM,06:54 AM,06:56 AM,07:06 PM,24,33,33,29,10,46,76,4.9,1010,31,10,199,7
2015-05-05,33,26,0.0,11.6,7,7,85,08:11 PM,07:42 AM,06:56 AM,07:06 PM,24,34,34,30,9,20,72,1.8,1009,33,10,162,6
2015-05-06,33,26,0.0,11.6,7,7,78,09:03 PM,08:32 AM,06:56 AM,07:06 PM,24,35,35,30,8,34,74,4.5,1008,33,10,155,6
2015-05-07,32,27,0.0,11.6,7,7,70,09:56 PM,09:25 AM,06:56 AM,07:06 PM,25,35,35,29,11,28,77,6.5,1009,32,9,129,7
2015-05-08,32,26,0.0,11.6,7,7,63,10:50 PM,10:18 AM,06:56 AM,07:06 PM,24,35,35,30,8,23,75,2.2,1008,32,10,162,6
2015-05-09,32,27,0.0,11.6,7,7,56,11:45 PM,11:13 AM,06:56 AM,07:06 PM,24,33,33,29,15,31,74,0.9,1008,32,10,188,11
2015-05-10,32,26,0.0,11.6,7,7,49,No moonrise,12:07 PM,06:56 AM,07:06 PM,24,35,35,30,12,19,74,2.0,1008,32,10,146,8
