date_time,maxtempC,mintempC,totalSnow_cm,sunHour,uvIndex,uvIndex,moon_illumination,moonrise,moonset,sunrise,sunset,DewPointC,FeelsLikeC,HeatIndexC,WindChillC,WindGustKmph,cloudcover,humidity,precipMM,pressure,tempC,visibility,winddirDegree,windspeedKmph
2015-09-20,31,26,0.0,8.9,7,7,47,11:59 AM,No moonset,06:55 AM,07:01 PM,23,33,33,29,10,57,73,3.7,1010,31,10,181,7
2015-09-21,35,25,0.0,11.6,7,7,54,12:50 PM,12:19 AM,06:54 AM,07:01 PM,24,35,35,30,8,15,71,0.3,1009,35,10,109,6
2015-09-22,32,26,0.0,11.6,7,7,62,01:43 PM,01:12 AM,06:54 AM,07:01 PM,23,34,34,30,13,18,70,1.4,1009,32,10,152,9
2015-09-23,33,26,0.0,11.6,7,7,69,02:37 PM,02:05 AM,06:54 AM,07:00 PM,23,33,33,29,13,13,69,0.0,1010,33,10,184,10
2015-09-24,33,25,0.0,11.6,7,7,77,03:33 PM,03:01 AM,06:53 AM,07:00 PM,23,33,33,29,11,7,69,0.0,1010,33,10,217,8
2015-09-25,33,26,0.0,11.6,7,7,84,04:28 PM,03:57 AM,06:53 AM,07:00 PM,22,32,32,29,13,29,67,0.1,1010,33,10,169,9
2015-09-26,33,25,0.0,11.6,7,7,92,05:24 PM,04:53 AM,06:53 AM,06:59 PM,22,32,32,29,14,25,68,1.0,1009,33,10,140,10
2015-09-27,33,26,0.0,11.6,7,7,99,06:19 PM,05:50 AM,06:52 AM,06:59 PM,23,33,33,30,11,18,68,0.8,1009,33,10,158,9
2015-09-28,32,25,0.0,11.6,7,7,100,07:15 PM,06:46 AM,06:52 AM,06:58 PM,23,33,33,29,10,24,70,1.8,1009,32,10,192,7
2015-09-29,31,26,0.0,11.6,6,6,85,08:11 PM,07:43 AM,06:52 AM,06:58 PM,24,33,33,29,12,36,74,1.5,1009,31,10,155,8
2015-09-30,33,25,0.0,11.6,7,7,78,09:08 PM,08:40 AM,06:52 AM,06:58 PM,23,33,33,29,10,24,72,4.2,1011,33,10,128,7
2015-10-01,33,26,0.0,11.6,7,7,75,10:04 PM,09:38 AM,06:51 AM,06:57 PM,23,34,34,29,11,19,70,8.8,1012,33,9,123,7
2015-10-02,33,26,0.0,11.6,7,7,68,11:00 PM,10:34 AM,06:51 AM,06:57 PM,22,33,33,29,9,29,68,4.8,1012,33,10,173,6
2015-10-03,33,25,0.0,11.6,7,7,61,11:56 PM,11:31 AM,06:51 AM,06:57 PM,23,33,33,29,12,11,70,0.0,1012,33,10,163,9
2015-10-04,33,26,0.0,11.6,7,7,53,No moonrise,12:25 PM,06:50 AM,06:56 PM,24,34,34,29,13,10,72,0.7,1012,33,10,144,10
2015-10-05,32,26,0.0,11.6,6,6,46,12:49 AM,01:17 PM,06:50 AM,06:56 PM,24,34,34,29,8,21,72,3.8,1012,32,10,129,6
2015-10-06,32,25,0.0,11.6,6,6,39,01:40 AM,02:07 PM,06:50 AM,06:56 PM,23,33,33,29,10,24,73,7.4,1011,32,9,95,6
2015-10-07,33,26,0.0,11.6,7,7,31,02:29 AM,02:54 PM,06:50 AM,06:55 PM,23,34,34,30,8,24,70,1.8,1011,33,10,73,6
2015-10-08,32,26,0.0,11.6,6,6,24,03:16 AM,03:39 PM,06:49 AM,06:55 PM,24,34,34,29,8,20,72,6.1,1011,32,9,95,6
2015-10-09,33,26,0.0,11.6,7,7,17,04:00 AM,04:22 PM,06:49 AM,06:55 PM,23,34,34,30,10,8,66,0.9,1011,33,10,129,7
2015-10-10,33,25,0.0,11.6,7,7,10,04:44 AM,05:05 PM,06:49 AM,06:54 PM,23,34,34,30,10,7,69,0.0,1011,33,10,142,8
2015-10-11,33,26,0.0,11.6,7,7,2,05:27 AM,05:47 PM,06:49 AM,06:54 PM,23,34,34,30,11,6,68,0.0,1012,33,10,123,9
2015-10-12,33,26,0.0,11.6,7,7,0,06:09 AM,06:29 PM,06:48 AM,06:54 PM,24,35,35,30,11,7,70,0.4,1012,33,10,112,8
2015-10-13,33,26,0.0,11.6,7,7,0,06:52 AM,07:12 PM,06:48 AM,06:53 PM,24,34,34,30,10,10,72,0.2,1012,33,10,99,8
2015-10-14,33,26,0.0,11.6,7,7,5,07:36 AM,07:55 PM,06:48 AM,06:53 PM,24,34,34,30,9,20,71,0.7,1011,33,10,104,7
2015-10-15,34,27,0.0,11.6,7,7,12,08:21 AM,08:40 PM,06:48 AM,06:53 PM,23,35,35,30,11,12,68,0.0,1011,34,10,115,9
2015-10-16,34,26,0.0,11.6,7,7,19,09:08 AM,09:27 PM,06:47 AM,06:53 PM,23,35,35,31,9,10,64,0.0,1010,34,10,121,7
2015-10-17,34,26,0.0,11.6,7,7,27,09:56 AM,10:16 PM,06:47 AM,06:52 PM,22,34,34,30,12,11,63,0.0,1011,34,10,146,9
2015-10-18,34,27,0.0,11.6,7,7,34,10:46 AM,11:07 PM,06:47 AM,06:52 PM,23,35,35,30,12,13,67,0.1,1011,34,10,143,9
2015-10-19,33,26,0.0,11.6,7,7,41,11:37 AM,11:58 PM,06:47 AM,06:52 PM,23,35,35,30,13,5,69,0.0,1011,33,10,143,10
2015-10-20,34,26,0.0,11.6,7,7,48,12:29 PM,No moonset,06:47 AM,06:52 PM,22,33,33,30,14,8,66,0.0,1010,34,10,146,11
2015-10-21,34,26,0.0,11.6,7,7,56,01:22 PM,12:51 AM,06:47 AM,06:51 PM,23,35,35,31,12,5,66,0.0,1010,34,10,133,10
2015-10-22,34,26,0.0,11.6,7,7,63,02:15 PM,01:45 AM,06:47 AM,06:51 PM,23,34,34,30,13,18,67,0.1,1010,34,10,131,9
2015-10-23,33,26,0.0,11.6,7,7,70,03:09 PM,02:39 AM,06:46 AM,06:51 PM,23,34,34,30,14,19,68,2.4,1009,33,10,121,11
2015-10-24,32,27,0.0,8.8,6,6,77,04:03 PM,03:34 AM,06:46 AM,06:51 PM,23,34,34,30,13,48,68,3.8,1009,32,9,145,9
2015-10-25,33,27,0.0,10.2,6,6,85,04:57 PM,04:28 AM,06:46 AM,06:51 PM,23,34,34,29,11,51,71,6.2,1010,33,9,130,7
2015-10-26,33,26,0.0,11.6,7,7,92,05:53 PM,05:24 AM,06:46 AM,06:51 PM,23,33,33,29,8,38,69,1.0,1010,33,10,92,6
2015-10-27,34,26,0.0,10.2,7,7,99,06:49 PM,06:21 AM,06:46 AM,06:50 PM,23,34,34,29,7,46,71,2.7,1010,34,10,70,5
2015-10-28,31,26,0.0,11.6,7,7,100,07:46 PM,07:19 AM,06:46 AM,06:50 PM,23,32,32,28,11,51,75,3.0,1011,31,10,137,7
2015-10-29,34,25,0.0,11.6,7,7,86,08:44 PM,08:17 AM,06:46 AM,06:50 PM,23,33,33,29,11,24,69,0.2,1011,34,10,125,8
2015-10-30,33,25,0.0,11.6,7,7,79,09:42 PM,09:15 AM,06:46 AM,06:50 PM,23,33,33,29,8,35,72,10.3,1011,33,9,156,5
2015-10-31,33,25,0.0,8.8,7,7,75,10:38 PM,10:12 AM,06:46 AM,06:50 PM,24,33,33,29,8,48,74,6.5,1010,33,10,179,6
2015-11-01,34,25,0.0,11.6,7,7,59,11:32 PM,11:08 AM,06:46 AM,06:50 PM,23,34,34,29,10,31,71,3.5,1011,34,10,179,7
2015-11-02,33,26,0.0,10.2,6,6,52,No moonrise,12:00 PM,06:46 AM,06:50 PM,23,33,33,29,8,48,72,4.7,1010,33,9,162,5
2015-11-03,34,26,0.0,11.6,7,7,44,12:23 AM,12:49 PM,06:46 AM,06:50 PM,24,34,34,30,9,30,73,3.5,1009,34,10,205,6
2015-11-04,33,26,0.0,11.6,7,7,37,01:12 AM,01:36 PM,06:46 AM,06:50 PM,24,34,34,29,5,22,74,1.9,1009,33,10,95,4
2015-11-05,33,25,0.0,11.6,7,7,29,01:58 AM,02:20 PM,06:46 AM,06:50 PM,23,34,34,30,6,17,71,3.4,1009,33,10,197,4
2015-11-06,33,26,0.0,11.6,7,7,22,02:42 AM,03:03 PM,06:46 AM,06:50 PM,25,35,35,30,6,20,76,11.3,1009,33,9,171,4
2015-11-07,33,25,0.0,11.6,7,7,14,03:25 AM,03:45 PM,06:46 AM,06:50 PM,23,33,33,29,9,24,72,2.4,1010,33,10,190,6
2015-11-08,33,26,0.0,11.6,7,7,6,04:07 AM,04:27 PM,06:46 AM,06:50 PM,23,34,34,30,5,28,67,0.0,1011,33,10,119,4
2015-11-09,34,26,0.0,11.6,7,7,0,04:50 AM,05:09 PM,06:46 AM,06:50 PM,23,34,34,30,4,39,69,0.4,1010,34,10,184,3
2015-11-10,34,26,0.0,11.6,7,7,0,05:34 AM,05:53 PM,06:46 AM,06:50 PM,24,34,34,30,10,23,74,13.1,1009,34,9,79,6
2015-11-11,32,26,0.0,11.6,7,7,0,06:18 AM,06:37 PM,06:46 AM,06:50 PM,24,34,34,29,7,33,78,17.4,1009,32,9,231,4
2015-11-12,33,26,0.0,11.6,7,7,1,07:05 AM,07:25 PM,06:47 AM,06:50 PM,24,33,33,29,8,49,73,1.9,1010,33,10,211,5
2015-11-13,33,26,0.0,11.6,7,7,8,07:53 AM,08:13 PM,06:47 AM,06:50 PM,24,35,35,30,7,29,73,6.6,1010,33,10,97,4
2015-11-14,32,26,0.0,11.6,7,7,16,08:43 AM,09:04 PM,06:47 AM,06:51 PM,24,34,34,29,12,19,73,1.1,1009,32,10,42,8
2015-11-15,31,26,0.0,11.6,7,7,24,09:34 AM,09:56 PM,06:47 AM,06:51 PM,24,33,33,29,10,33,77,15.3,1009,31,9,104,6
2015-11-16,30,26,0.0,7.4,6,6,31,10:26 AM,10:48 PM,06:47 AM,06:51 PM,24,32,32,28,9,66,82,12.0,1009,30,9,276,5
2015-11-17,30,25,0.0,8.8,7,7,39,11:19 AM,11:41 PM,06:47 AM,06:51 PM,24,31,31,27,9,71,82,2.8,1010,30,10,157,6
2015-11-18,32,26,0.0,7.4,6,6,46,12:10 PM,No moonset,06:48 AM,06:51 PM,23,33,33,29,11,58,73,0.5,1009,32,10,65,8
2015-11-19,33,26,0.0,11.6,7,7,54,01:02 PM,12:33 AM,06:48 AM,06:51 PM,24,34,34,29,11,35,72,4.6,1009,33,10,44,7
2015-11-20,31,26,0.0,11.6,6,6,61,01:54 PM,01:26 AM,06:48 AM,06:52 PM,24,33,33,29,9,29,76,10.1,1008,31,9,142,6
2015-11-21,32,25,0.0,11.6,7,7,69,02:46 PM,02:18 AM,06:48 AM,06:52 PM,24,34,34,29,7,27,75,1.4,1008,32,10,191,5
2015-11-22,32,25,0.0,11.6,7,7,76,03:39 PM,03:11 AM,06:49 AM,06:52 PM,24,33,33,29,9,34,75,1.0,1008,32,10,259,6
2015-11-23,33,25,0.0,11.6,7,7,84,04:33 PM,04:05 AM,06:49 AM,06:52 PM,23,34,34,29,7,27,71,0.1,1008,33,10,212,5
2015-11-24,33,26,0.0,11.6,7,7,91,05:29 PM,05:01 AM,06:49 AM,06:53 PM,25,34,34,29,6,35,79,13.2,1009,33,9,183,4
2015-11-25,31,26,0.0,10.2,7,7,99,06:25 PM,05:58 AM,06:49 AM,06:53 PM,24,33,33,28,7,52,80,14.0,1009,31,9,261,5
2015-11-26,28,25,0.0,7.4,7,7,100,07:24 PM,06:56 AM,06:50 AM,06:53 PM,24,30,30,27,14,73,86,5.2,1009,28,8,222,9
2015-11-27,29,25,0.0,7.4,6,6,86,08:21 PM,07:55 AM,06:50 AM,06:53 PM,24,31,31,27,12,77,86,9.6,1009,29,9,167,7
2015-11-28,32,24,0.0,11.6,7,7,78,09:18 PM,08:52 AM,06:50 AM,06:54 PM,24,32,32,28,10,36,79,4.3,1010,32,10,165,7
2015-11-29,33,26,0.0,11.6,7,7,71,10:12 PM,09:48 AM,06:51 AM,06:54 PM,24,33,33,29,9,33,76,6.0,1011,33,10,51,6
2015-11-30,33,25,0.0,11.6,7,7,63,11:03 PM,10:40 AM,06:51 AM,06:54 PM,24,33,33,29,8,32,75,5.4,1011,33,10,188,5
2015-12-01,31,26,0.0,11.6,7,7,61,11:51 PM,11:29 AM,06:52 AM,06:55 PM,24,32,32,28,10,43,78,7.0,1010,31,10,225,6
2015-12-02,31,25,0.0,11.6,7,7,54,No moonrise,12:15 PM,06:52 AM,06:55 PM,24,32,32,28,11,42,78,6.8,1011,31,9,101,7
2015-12-03,32,26,0.0,11.6,6,6,46,12:37 AM,12:59 PM,06:52 AM,06:56 PM,24,33,33,29,14,28,79,20.9,1010,32,9,32,9
2015-12-04,31,27,0.0,11.6,6,6,39,01:21 AM,01:42 PM,06:53 AM,06:56 PM,25,34,34,29,13,36,79,21.7,1010,31,9,52,8
2015-12-05,31,26,0.0,11.6,7,7,32,02:04 AM,02:23 PM,06:53 AM,06:56 PM,25,33,33,29,12,19,80,9.8,1010,31,9,69,8
2015-12-06,31,26,0.0,11.6,7,7,25,02:46 AM,03:06 PM,06:54 AM,06:57 PM,25,33,33,29,13,25,79,4.7,1010,31,9,147,9
2015-12-07,31,26,0.0,11.6,7,7,17,03:30 AM,03:49 PM,06:54 AM,06:57 PM,24,33,33,28,17,26,78,4.6,1010,31,10,109,11
2015-12-08,31,26,0.0,11.6,7,7,10,04:13 AM,04:32 PM,06:54 AM,06:58 PM,25,33,33,28,11,34,81,10.5,1010,31,9,77,7
2015-12-09,31,26,0.0,11.6,7,7,3,04:59 AM,05:19 PM,06:55 AM,06:58 PM,25,34,34,29,10,28,79,6.8,1011,31,10,77,7
2015-12-10,32,26,0.0,11.6,7,7,0,05:47 AM,06:07 PM,06:55 AM,06:58 PM,24,34,34,29,11,27,77,3.9,1010,32,10,114,7
2015-12-11,33,26,0.0,11.6,7,7,0,06:37 AM,06:58 PM,06:56 AM,06:59 PM,24,34,34,29,11,25,77,1.9,1010,33,10,107,8
2015-12-12,32,26,0.0,10.2,7,7,4,07:29 AM,07:50 PM,06:56 AM,06:59 PM,24,34,34,29,11,44,77,13.3,1009,32,9,261,7
2015-12-13,29,25,0.0,8.9,7,7,12,08:21 AM,08:44 PM,06:57 AM,07:00 PM,24,31,31,27,13,70,84,19.3,1010,29,9,270,7
2015-12-14,29,25,0.0,10.3,6,6,19,09:15 AM,09:38 PM,06:57 AM,07:00 PM,24,32,32,28,11,57,83,2.9,1010,29,10,170,7
2015-12-15,29,25,0.0,11.6,7,7,26,10:08 AM,10:30 PM,06:58 AM,07:01 PM,24,31,31,27,13,55,83,1.2,1010,29,9,212,8
2015-12-16,30,26,0.0,10.3,7,7,33,11:00 AM,11:23 PM,06:58 AM,07:01 PM,24,31,31,28,15,68,81,3.7,1010,30,10,297,10
2015-12-17,30,25,0.0,7.6,6,6,41,11:52 AM,No moonset,06:59 AM,07:02 PM,23,30,30,26,21,81,84,2.5,1011,30,9,148,14
2015-12-18,26,25,0.0,6.2,6,6,48,12:42 PM,12:15 AM,06:59 AM,07:02 PM,23,28,28,25,21,72,85,1.7,1011,26,7,82,13
2015-12-19,29,25,0.0,8.8,7,7,55,01:34 PM,01:07 AM,07:00 AM,07:03 PM,23,30,30,27,16,61,82,8.1,1010,29,9,171,11
2015-12-20,29,25,0.0,8.8,7,7,62,02:25 PM,01:59 AM,07:00 AM,07:03 PM,23,30,30,27,16,58,82,4.6,1010,29,9,158,11
2015-12-21,32,26,0.0,11.6,7,7,70,03:18 PM,02:52 AM,07:01 AM,07:04 PM,24,32,32,28,11,40,77,6.5,1011,32,10,210,8
2015-12-22,31,25,0.0,11.6,7,7,77,04:12 PM,03:46 AM,07:01 AM,07:04 PM,24,34,34,29,8,15,77,1.4,1011,31,10,283,5
2015-12-23,32,25,0.0,11.6,7,7,84,05:08 PM,04:42 AM,07:02 AM,07:05 PM,24,33,33,29,8,26,76,7.5,1011,32,10,208,5
2015-12-24,32,26,0.0,11.6,7,7,92,06:05 PM,05:39 AM,07:02 AM,07:05 PM,24,33,33,28,12,35,78,10.3,1011,32,9,68,7
2015-12-25,31,26,0.0,11.6,7,7,99,07:02 PM,06:36 AM,07:03 AM,07:06 PM,24,32,32,28,15,33,79,1.4,1011,31,10,25,11
2015-12-26,31,26,0.0,11.6,7,7,100,07:58 PM,07:33 AM,07:03 AM,07:06 PM,23,32,32,28,18,35,77,0.2,1011,31,10,29,13
2015-12-27,31,25,0.0,11.6,7,7,87,08:51 PM,08:27 AM,07:04 AM,07:07 PM,24,32,32,28,15,40,79,1.4,1012,31,10,70,10
2015-12-28,31,26,0.0,11.6,6,6,79,09:42 PM,09:19 AM,07:04 AM,07:07 PM,24,32,32,28,16,42,78,7.8,1013,31,9,43,10
2015-12-29,29,25,0.0,10.2,7,7,72,10:29 PM,10:07 AM,07:05 AM,07:08 PM,23,30,30,27,17,58,82,3.6,1009,29,9,164,12
2015-12-30,31,26,0.0,11.6,7,7,65,11:15 PM,10:53 AM,07:05 AM,07:08 PM,23,31,31,28,21,46,75,0.5,1012,31,10,18,15
2015-12-31,31,25,0.0,11.6,7,7,61,11:59 PM,11:37 AM,07:06 AM,07:09 PM,23,31,31,27,20,46,78,2.1,1012,31,10,107,14
2015-12-01,31,26,0.0,11.6,7,7,61,11:51 PM,11:29 AM,06:52 AM,06:55 PM,24,32,32,28,10,43,78,7.0,1010,31,10,225,6
2015-12-02,31,25,0.0,11.6,7,7,54,No moonrise,12:15 PM,06:52 AM,06:55 PM,24,32,32,28,11,42,78,6.8,1011,31,9,101,7
2015-12-03,32,26,0.0,11.6,6,6,46,12:37 AM,12:59 PM,06:52 AM,06:56 PM,24,33,33,29,14,28,79,20.9,1010,32,9,32,9
2015-12-04,31,27,0.0,11.6,6,6,39,01:21 AM,01:42 PM,06:53 AM,06:56 PM,25,34,34,29,13,36,79,21.7,1010,31,9,52,8
2015-12-05,31,26,0.0,11.6,7,7,32,02:04 AM,02:23 PM,06:53 AM,06:56 PM,25,33,33,29,12,19,80,9.8,1010,31,9,69,8
2015-12-06,31,26,0.0,11.6,7,7,25,02:46 AM,03:06 PM,06:54 AM,06:57 PM,25,33,33,29,13,25,79,4.7,1010,31,9,147,9
2015-12-07,31,26,0.0,11.6,7,7,17,03:30 AM,03:49 PM,06:54 AM,06:57 PM,24,33,33,28,17,26,78,4.6,1010,31,10,109,11
2015-12-08,31,26,0.0,11.6,7,7,10,04:13 AM,04:32 PM,06:54 AM,06:58 PM,25,33,33,28,11,34,81,10.5,1010,31,9,77,7
2015-12-09,31,26,0.0,11.6,7,7,3,04:59 AM,05:19 PM,06:55 AM,06:58 PM,25,34,34,29,10,28,79,6.8,1011,31,10,77,7
2015-12-10,32,26,0.0,11.6,7,7,0,05:47 AM,06:07 PM,06:55 AM,06:58 PM,24,34,34,29,11,27,77,3.9,1010,32,10,114,7
2015-12-11,33,26,0.0,11.6,7,7,0,06:37 AM,06:58 PM,06:56 AM,06:59 PM,24,34,34,29,11,25,77,1.9,1010,33,10,107,8
2015-12-12,32,26,0.0,10.2,7,7,4,07:29 AM,07:50 PM,06:56 AM,06:59 PM,24,34,34,29,11,44,77,13.3,1009,32,9,261,7
2015-12-13,29,25,0.0,8.9,7,7,12,08:21 AM,08:44 PM,06:57 AM,07:00 PM,24,31,31,27,13,70,84,19.3,1010,29,9,270,7
2015-12-14,29,25,0.0,10.3,6,6,19,09:15 AM,09:38 PM,06:57 AM,07:00 PM,24,32,32,28,11,57,83,2.9,1010,29,10,170,7
2015-12-15,29,25,0.0,11.6,7,7,26,10:08 AM,10:30 PM,06:58 AM,07:01 PM,24,31,31,27,13,55,83,1.2,1010,29,9,212,8
2015-12-16,30,26,0.0,10.3,7,7,33,11:00 AM,11:23 PM,06:58 AM,07:01 PM,24,31,31,28,15,68,81,3.7,1010,30,10,297,10
2015-12-17,30,25,0.0,7.6,6,6,41,11:52 AM,No moonset,06:59 AM,07:02 PM,23,30,30,26,21,81,84,2.5,1011,30,9,148,14
2015-12-18,26,25,0.0,6.2,6,6,48,12:42 PM,12:15 AM,06:59 AM,07:02 PM,23,28,28,25,21,72,85,1.7,1011,26,7,82,13
2015-12-19,29,25,0.0,8.8,7,7,55,01:34 PM,01:07 AM,07:00 AM,07:03 PM,23,30,30,27,16,61,82,8.1,1010,29,9,171,11
2015-12-20,29,25,0.0,8.8,7,7,62,02:25 PM,01:59 AM,07:00 AM,07:03 PM,23,30,30,27,16,58,82,4.6,1010,29,9,158,11
2015-12-21,32,26,0.0,11.6,7,7,70,03:18 PM,02:52 AM,07:01 AM,07:04 PM,24,32,32,28,11,40,77,6.5,1011,32,10,210,8
2015-12-22,31,25,0.0,11.6,7,7,77,04:12 PM,03:46 AM,07:01 AM,07:04 PM,24,34,34,29,8,15,77,1.4,1011,31,10,283,5
2015-12-23,32,25,0.0,11.6,7,7,84,05:08 PM,04:42 AM,07:02 AM,07:05 PM,24,33,33,29,8,26,76,7.5,1011,32,10,208,5
2015-12-24,32,26,0.0,11.6,7,7,92,06:05 PM,05:39 AM,07:02 AM,07:05 PM,24,33,33,28,12,35,78,10.3,1011,32,9,68,7
2015-12-25,31,26,0.0,11.6,7,7,99,07:02 PM,06:36 AM,07:03 AM,07:06 PM,24,32,32,28,15,33,79,1.4,1011,31,10,25,11
2015-12-26,31,26,0.0,11.6,7,7,100,07:58 PM,07:33 AM,07:03 AM,07:06 PM,23,32,32,28,18,35,77,0.2,1011,31,10,29,13
2015-12-27,31,25,0.0,11.6,7,7,87,08:51 PM,08:27 AM,07:04 AM,07:07 PM,24,32,32,28,15,40,79,1.4,1012,31,10,70,10
2015-12-28,31,26,0.0,11.6,6,6,79,09:42 PM,09:19 AM,07:04 AM,07:07 PM,24,32,32,28,16,42,78,7.8,1013,31,9,43,10
2015-12-29,29,25,0.0,10.2,7,7,72,10:29 PM,10:07 AM,07:05 AM,07:08 PM,23,30,30,27,17,58,82,3.6,1009,29,9,164,12
2015-12-30,31,26,0.0,11.6,7,7,65,11:15 PM,10:53 AM,07:05 AM,07:08 PM,23,31,31,28,21,46,75,0.5,1012,31,10,18,15
2015-12-31,31,25,0.0,11.6,7,7,61,11:59 PM,11:37 AM,07:06 AM,07:09 PM,23,31,31,27,20,46,78,2.1,1012,31,10,107,14
